created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Jul 01 14:51:08 +0000 2023;1675155081581432832;"@seroja_merah Perasaan insecure menerpa capres sampe harus cari validasi dari gurun. 😅";0;0;0;0;in;515259465;1675106494726168576;xLanglangBuana;https://twitter.com/xLanglangBuana/status/1675155081581432832
Sat Jul 01 14:50:43 +0000 2023;1675154975444602881;"@geloraco MUNGKIN KELELAHAN KARENA CUMA NGAWASI DAN CARI2 KESALAHAN SALAH SATU CAPRES ..... 😜";0;0;1;3;in;240207283;1675134567760687105;Alfa_Rohadi;https://twitter.com/Alfa_Rohadi/status/1675154975444602881
Sat Jul 01 14:50:24 +0000 2023;1675154894926540801;"Salam Semesta Tak Usah Bangga akan Hasil Survey, jalur yang dilalui masih berliku  tuk semua trio kandidat capres, timses, simpatisan &amp  konstituen agar tetap Semangat menjaga kondusifitas sampai pada hari pelaksanaannya 14022024 Salam Demokrasi @ganjarpranowo  @Gerindra  @NasDem https://t.co/ogCWv6dgWT";0;0;1;2;in;634557347;1675154894926540801;Dibehgeen;https://twitter.com/Dibehgeen/status/1675154894926540801
Sat Jul 01 14:49:45 +0000 2023;1675154731336081408;"@AgSoccer10 @Leonita_Lestari Menurut saya mas nya agak miss the point deh. Kedua capres sepertinya tidak punya intensi untuk saling berkompetisi. Tapi justru tim sukses mereka lah yang membranding ibadah keduanya seolah -olah yg satu lebih baik dari yg lain. Inilah yang bikin kita muak.. 🙏🏻";0;0;0;3;in;160649775;1675097498329956353;rastradee;https://twitter.com/rastradee/status/1675154731336081408
Sat Jul 01 14:49:09 +0000 2023;1675154580991246337;"Media sekelas liputan 6 aje gaya bahasanya kayak panik bener ketika mau nyerang capres yang konon katanya elektabilitasnya rendah.";0;1;1;5;in;230040721;1675154580991246337;Hakim_Emkah;https://twitter.com/Hakim_Emkah/status/1675154580991246337
Sat Jul 01 14:48:37 +0000 2023;1675154445284544512;"@ganjarpranowo Jgn sibuk copras capres, DAERAH kyk gini jg perlu diperhatiin…";0;0;0;0;in;1630158263936503808;1674775551696044034;Emberplastik19;https://twitter.com/Emberplastik19/status/1675154445284544512
Sat Jul 01 14:48:10 +0000 2023;1675154334651383809;"@VIVAcoid Capres dan pendukungnya pada pansos...";0;0;0;1;in;1637199236;1675042564783874048;Whyd801;https://twitter.com/Whyd801/status/1675154334651383809
Sat Jul 01 14:46:58 +0000 2023;1675154031084466176;"@benky_aja @ekowboy2 Yg goblok kelompok siapa,klo lho paham blm ad yg daftar sbgai capres knpa dlu Kelompok Anies sllu d permasalahkan bahkan olh KPU dan Bawaslu,giliran Ganjar yg justru msh aktif sbgai gubernur kampanye ksna kmari meninggalkan kewajibannya sbgai gubernur malah d biarkan,mikir.......";0;2;0;0;in;959454770955149312;1675065908824510464;Rocky45724744;https://twitter.com/Rocky45724744/status/1675154031084466176
Sat Jul 01 14:46:20 +0000 2023;1675153873638670336;"Org2 munafik pasti panas hatinya.lihat keakraban 2 capres dn org p3..dan bikin editan dah hina p aneis lg pastinya..";0;0;0;0;in;1638363198289227776;1675153873638670336;3Muzaeny88005;https://twitter.com/3Muzaeny88005/status/1675153873638670336
Sat Jul 01 14:45:40 +0000 2023;1675153703593181184;"Capres terbaik untuk Indonesia. https://t.co/nBxRmYO5qe";0;1;1;2;in;1607681022501744642;1675153703593181184;Mochsyahril31;https://twitter.com/Mochsyahril31/status/1675153703593181184
Sat Jul 01 14:43:47 +0000 2023;1675153229414535170;"☮️   https://t.co/vS7LgpkJiH  _“Kami sekarang ini secara internal terus melakukan pengkajian-pengkajian, merapatkan komunikasi, agar tepat dalam memilih koalisi, dan mendukung capres yang sudah ada,”_ ujar Tantowi  #airlanggahartarto #airlanggapemersatu #partaigolkar #golkarpedia";0;0;0;0;in;1659493820843827201;1675153229414535170;RakyatMenilai_;https://twitter.com/RakyatMenilai_/status/1675153229414535170
Sat Jul 01 14:39:38 +0000 2023;1675152185490034690;"Capres Ganjar Pranowo sbg Gubernur Jateng, selalu cepat tanggap dalam menangani aduan dari masyarakat.   #GanjarPranowo #ganjarpranowo #GanjarUntukSemua #KitaSemuaBersatu #LanjutkanBersamaGanjar #MenangkanGanjar #GenerasiGotongRoyong #ganjar #pemilu2024 #SahabatGanjar https://t.co/nqmnMksTiM";0;1;0;2;in;1652550162664001536;1675152185490034690;HeruPradan42453;https://twitter.com/HeruPradan42453/status/1675152185490034690
Sat Jul 01 14:34:01 +0000 2023;1675150772613562368;"@HelmiFelis_ Usul : Besok pada saat selesai pemungutan suara, Seluruh Kotak Suara diletakkan di atas panggung dg sorot lampu terang dan diawasi oleh seluruh perwakilan timses Capres, mereka akan berjaga bergantian, memastikan keamanan kotak suara, Amanah Rakyat. Gimana menurut teman-teman?";0;0;0;0;in;1607524141;1674976574352035841;MuhammadCRseven;https://twitter.com/MuhammadCRseven/status/1675150772613562368
Sat Jul 01 14:31:05 +0000 2023;1675150035036823552;"@kang___L @jokowi Pak Brewok seperti lirik lagu Rungkad entek-entekan dan Pecas ndahe, mending membela J Plate dari pada mendukung anies, karena tangan J Plate terlalu mahal utk di borgol Berarti biaya kampanye yang sudah dikeluarkan dianggap sebagai hutang soalnya kan anies nggak jadi capres https://t.co/0I8HbB3MCU";0;0;0;0;in;361120835;1675020242542821377;yonifree;https://twitter.com/yonifree/status/1675150035036823552
Sat Jul 01 14:30:11 +0000 2023;1675149807441309697;"@JarnasABWBpn Keturunan hendaknya bersyukur di kasih pangung di negeri nusantara indonesia  Silahkan jadi pejabat, bupati, gubenur atau menteri Tapi jadi capres ? Tau diri lah ya Tidak lebih baik dan tidak istimewa banget kinerja keturunan  I ❤️ 100% suku asli indonesia 🇲🇨";0;2;0;1;in;1664574526947213317;1674838631159332864;T007bond;https://twitter.com/T007bond/status/1675149807441309697
Sat Jul 01 14:28:24 +0000 2023;1675149357497057280;"@__AnakKolong Benar,di daerahku dulu juga orang² sepuh berkata bgtu kepada salah satu capres. Negara kecilnya saja berantakan mau urus negara besar. Kata mereka.";0;0;0;2;in;1603675759989915648;1675147087078629377;onelove_lsf;https://twitter.com/onelove_lsf/status/1675149357497057280
Sat Jul 01 14:28:15 +0000 2023;1675149319807139842;"@ekowboy2 Mau bilang goblok tapi main twitter, mau bilang pinter tapi bloon... Kan belum ada yang daftar jadi capres... Anis aja udah kampanye, santai aja";0;1;0;1;in;2171405299;1675065908824510464;benky_aja;https://twitter.com/benky_aja/status/1675149319807139842
Sat Jul 01 14:26:46 +0000 2023;1675148948724674561;"@tempodotco Qurban buat kampanye capres bokep makanya gak berkah, kebongkar semua";0;0;0;2;in;232801577;1674994999853985797;enddrue;https://twitter.com/enddrue/status/1675148948724674561
Sat Jul 01 14:26:05 +0000 2023;1675148775260815360;"baca temlen bertema copras-capres, malah dapat hiburan menarik.  banyak orang lucu-lucu, pamer oon seolah merasa paling tahu dan benar.  berpolitik kok norak. (termasuk mereka yang terafiliasi dengan bisnis survei dan konsultansi politik)";0;3;2;7;in;68083793;1675148775260815360;blontankpoer;https://twitter.com/blontankpoer/status/1675148775260815360
Sat Jul 01 14:23:30 +0000 2023;1675148123956736000;"cewe yg anak capres di the good bad mo ther mirip sungchan ga sih";0;0;0;0;in;1671892034402291712;1675148123956736000;dizzylibra;https://twitter.com/dizzylibra/status/1675148123956736000
Sat Jul 01 14:20:16 +0000 2023;1675147310500827136;"Inspirator Kegiatan Sosial, Relawan Sosial Gresik Deklarasi Dukung Gus Muhaimin Jadi Capres 2024 - https://t.co/IwBEWaMu3M #Prabowo #BangkitBersama https://t.co/UeDCPeqait";0;0;0;0;in;465458275;1675147310500827136;Disuruh_Iben;https://twitter.com/Disuruh_Iben/status/1675147310500827136
Sat Jul 01 14:20:14 +0000 2023;1675147303001427969;"Relawan Komunitas Petani Boltim Gelar Deklarasi Dukungan Kepada Muhaimin Iskandar Capres 2024 - Liputan BMR #Prabowo #BangkitBersama https://t.co/xwAtPy05Pv";0;0;0;0;in;465458275;1675147303001427969;Disuruh_Iben;https://twitter.com/Disuruh_Iben/status/1675147303001427969
Sat Jul 01 14:20:09 +0000 2023;1675147282357030912;"Sejumlah Warga Sragen &amp  Wonogiri Dukung Muhaimin Iskandar Capres 2024 - https://t.co/yZ8JjPOAUC #Prabowo #BangkitBersama https://t.co/sHIX3zrIEW";0;0;0;0;in;465458275;1675147282357030912;Disuruh_Iben;https://twitter.com/Disuruh_Iben/status/1675147282357030912
Sat Jul 01 14:16:20 +0000 2023;1675146320460525571;"@Leonita_Lestari sontoloyo tidak ada capres yg lain ya? Si putih korupsi identitas rakyatnya. Si Ane halalkan ayat dan mayat demi jabatan serta banyak bacot. Ganti aja 1 rakyat jelata dari kampung yg berpendidikan S3 pasti ada, itu saja yg dimenangkan seluruh rakyat!!!";0;0;0;0;in;1488131356718936069;1675097498329956353;CGewot;https://twitter.com/CGewot/status/1675146320460525571
Sat Jul 01 14:16:06 +0000 2023;1675146262918705155;"@gibran_tweet Waduh trus jemaah haji lain ga diucapin?? Masak yg di ucapin yg jadi capres doang? Bgtu kira2 berita Wartakota besok😁✌️";0;0;0;59;in;1603846274842693633;1675123031063289857;YRanggenah;https://twitter.com/YRanggenah/status/1675146262918705155
Sat Jul 01 14:15:56 +0000 2023;1675146222867480576;"Hanya capres Ganjar Pranowo yg tegas menjaga Pancasila dan NKRI. Bkn skedar statmen, tpi jg sdh diwujudkannya selama menjabat Gubernur Jawa Tengah.  Capres lain justru punya rekam jejak pernah berafiliasi dgn kelompok" intoleran, radikalisme.  #GanjarPenjagaNKRI https://t.co/p2v6uCXnw0";1;0;3;6;in;1354072148030091264;1675146222867480576;CahAngo45022699;https://twitter.com/CahAngo45022699/status/1675146222867480576
Sat Jul 01 14:14:04 +0000 2023;1675145750643179524;"Selamat pak Ganjar pranowo diusung jadi Capres 2024 #GanjarCapres #GanjarPranowo https://t.co/lpzPF4CZrv";0;0;0;0;in;1620280349170495488;1675145750643179524;SidapPro;https://twitter.com/SidapPro/status/1675145750643179524
Sat Jul 01 14:12:12 +0000 2023;1675145282340941824;"aku juga belum di ucapin doa maas  mosok cuma capres doang yg si doakan..";0;0;0;1;in;714663658467565568;1675145282340941824;hendri_NCY;https://twitter.com/hendri_NCY/status/1675145282340941824
Sat Jul 01 14:09:14 +0000 2023;1675144533984813057;"Masalah naik haji aja kalian ributkan kedua kubu demi copras capres, kampreeettt!!!  Ga ada isu lain apa yang bisa dimainkan😤";0;5;11;44;in;722564564;1675144533984813057;pn7l7h;https://twitter.com/pn7l7h/status/1675144533984813057
Sat Jul 01 14:05:51 +0000 2023;1675143683195420672;"@unmagnetism Jasa team sukses capres keliling";0;0;0;0;in;1210042090475773953;1675134244123992065;BawahLagi;https://twitter.com/BawahLagi/status/1675143683195420672
Sat Jul 01 14:02:29 +0000 2023;1675142835128139776;"@PartaiSocmed @susipudjiastuti Maunya bu susi capres nya si";0;0;0;0;in;1403711558383857664;1675035757952614402;Selcouth_1st;https://twitter.com/Selcouth_1st/status/1675142835128139776
Sat Jul 01 14:02:08 +0000 2023;1675142749161668608;"@AuntyNovi1978 Coba capres idolamu si Wowo juga pergi haji, pasti kalian semua buzzer belian si Wowo akan berlomba-lomba adu pamer foto. 🤣 Wowo keluar duit triliunan untuk nyapres dan bayar buzzer, padahal cita2 tertinggi Wowo hanyalah jadi MENHAN babunya Presiden. 😀 https://t.co/81vOdNMHe8";0;0;1;0;in;1432104151;1675018219772579842;TutiIndonesia1;https://twitter.com/TutiIndonesia1/status/1675142749161668608
Sat Jul 01 14:01:43 +0000 2023;1675142643901235200;"@Leonita_Lestari Yah apa mau dikata nasib Negara dan Bangsa ini dapetnya Capres 2024 dg kualitas 30-40% tdk berbanding dg biaya Pilpres yg demikian besar, persis KPK budget gede hasil tangkepan ngga stara dg biaya yg dikeluarkan utk membiayai lembaga anti rasuah ini😭😭😭😓";0;1;1;3;in;193623463;1675097498329956353;Sgrdamai;https://twitter.com/Sgrdamai/status/1675142643901235200
Sat Jul 01 14:01:24 +0000 2023;1675142562091356161;"Raja Salman bin Abdulaziz al-Saud bukan hanya mengundang Anies Baswedan dalam jamuan makan siang di Makkah, Arab Saudi, Kamis, 29 Juni. Ternyata, bakal capres Ganjar Pranowo yang sedang melaksanakan ibadah haji juga menjadi salah satu orang yang diundang. https://t.co/rAqUSVooFl https://t.co/4CUss10Cli";0;6;4;18;in;41730943;1675142562091356161;VIVAcoid;https://twitter.com/VIVAcoid/status/1675142562091356161
Sat Jul 01 14:00:51 +0000 2023;1675142424270893056;"@Leonita_Lestari Sangat setuju.....buat apa naik haji buat konten utk medsos, katanya diundang raja Arab, tidur di guest house dll. Capres norak memangnya";0;0;0;0;in;1877707568;1675097498329956353;antonb168;https://twitter.com/antonb168/status/1675142424270893056
Sat Jul 01 13:56:39 +0000 2023;1675141367650205696;"Di akui atau tidak, sosok Erick Thohir  memang terbukti paling mudah diterima publik. Di terima di semua kalangan lapisan masyarakat.  Krn potensi nya tsb, Erick Thohir mampu mengimbangi Capres yg akan di pasangkan dengan dirinya.  @erickthohir #GanjarErickDuetTerbaik https://t.co/XmtNfPjtDV";0;4;17;22;in;1371832736239996934;1675141367650205696;NabilaAr__;https://twitter.com/NabilaAr__/status/1675141367650205696
Sat Jul 01 13:54:47 +0000 2023;1675140898525696001;"@__AnakKolong Mantap bang  Buat capres pecatan tempramen ngakunya lebih TNI  dari TNI tapi taknya nyali  Bahkan Freeport pun  dia bilang kita hrs menghormati USA ya";0;0;1;8;in;1166975890569318400;1675121018590081025;Zackf77156873;https://twitter.com/Zackf77156873/status/1675140898525696001
Sat Jul 01 13:53:28 +0000 2023;1675140566735261697;"Saat pileg, pemilih terdaftar hanya 5.000 kmdn melonjak 13.000 saat pendaftaran pemilih pilpres. Hari H pencoblosan suara pemilih menjadi 24.000. Capres dari Partai Golkar unggul. Jumlah pemilih 24.843, Jenderal Wiranto - Wahid memperoleh 24.794 suara atau 99,8%. 😳🤔🙄 #mantap https://t.co/k0PILk3cj3";0;0;1;2;in;2151205796;1675140566735261697;masawep08;https://twitter.com/masawep08/status/1675140566735261697
Sat Jul 01 13:52:46 +0000 2023;1675140390423498752;"Tajir yak.. capres lain cupu sih, gak punya sahabat.😅";0;0;0;0;in;1451753998046810112;1675140390423498752;2komaini_ahmad4;https://twitter.com/2komaini_ahmad4/status/1675140390423498752
Sat Jul 01 13:52:10 +0000 2023;1675140240305192961;"@g4kta @Stevaniehuangg Liat aja pentolan buzzernya, bnyk yg ngebela israel, yg pildun kan buat ujian kata doi, lngsung lulus dan dapat jatah capres kan🤣🤣";0;0;0;0;in;1391947625767731201;1674596731722547200;saitabigfans;https://twitter.com/saitabigfans/status/1675140240305192961
Sat Jul 01 13:52:09 +0000 2023;1675140235045507073;"@Mdy_Asmara1701 Heran JIS berstandar internasional kok tidak diakui dan tidak pernah dipakai evant besar sepakbola, takut dilihat kalo pak anis sukses ya memimpin jkt.. ketar ketir itu yg mau capres 2024 dari si merah yg tidak ada prestasi apa2 🫣😁😁";0;0;2;10;in;1319591844724895745;1675014114001952774;ivanbuamona;https://twitter.com/ivanbuamona/status/1675140235045507073
Sat Jul 01 13:52:01 +0000 2023;1675140202174763008;"@Miduk17 Ndak bisa berword word udahlah kelas ganjar ndak bisa di compare sama 2 capres lain beda jauh banget. Beresin dulu jateng biar rakyatnya bahagia";0;0;0;0;in;196062672;1675101491156361216;irwananca;https://twitter.com/irwananca/status/1675140202174763008
Sat Jul 01 13:51:55 +0000 2023;1675140176857952256;"@fa_faiz099 @Dennysiregar7 Eng ing eng capres siapa tu ya?😂😂";0;0;0;0;in;1599776475422814208;1674997308545699841;OyonLiza1;https://twitter.com/OyonLiza1/status/1675140176857952256
Sat Jul 01 13:50:15 +0000 2023;1675139756416712704;"Setau saya, siapapun yg saat ini menjadi bacapres, blm mendaftar sbg capres, krn pendaftaran capres di KPU blm dibuka. Selain itu, apa yg dilakukan oleh @ganjarpranowo di Jakarta beberapa waktu yg lalu, bersifat pribadi.&amp  itu adalah hal yg wajar krn untuk menolong warga Jakarta.";0;0;1;1;in;1650254622995673088;1675139756416712704;msp_se88402;https://twitter.com/msp_se88402/status/1675139756416712704
Sat Jul 01 13:47:47 +0000 2023;1675139135454199808;"Pak Jokowi CLEAR cuma dukung @ganjarpranowo   NO DEBAT ‼️  untuk capres &amp  pendukungnya serta media yg msh meragukan arah dukungan pak Jokowi, berarti NGAREP BANGET DAPAT DUKUNGAN DARI JOKOWI 🤪😀😀..   kesian banget sih kalian 🤣  #GanjarUntukSemua #LanjutkanBersamaGanjar https://t.co/9ec5HuPSsX";0;0;4;28;in;1270767175825936384;1675139135454199808;TheLadyJoker;https://twitter.com/TheLadyJoker/status/1675139135454199808
Sat Jul 01 13:47:31 +0000 2023;1675139069008023552;"@Sukardi2017 Hahahaha.... Duhh knapa sihh buzzer rp atau pendukungnya capres sono dungu smua.. Jadi capek debat nya.";0;0;0;0;in;1653243949568651264;1675039032001310720;RaishaRina25925;https://twitter.com/RaishaRina25925/status/1675139069008023552
Sat Jul 01 13:45:52 +0000 2023;1675138653658677248;"beda pilihan itu sesuatu yg wajar indonesia itu beragam  pilihan capres itu hak masing2 ayo kita gak perlu kembali ke masa lalu  indonesia prl di bngun kedepnnya agar jd negara yg makmur,mju dn beradab adu visi &amp  misi adalah jln terbaik untuk saling menonjolkn capres masing2 kan?";0;0;1;1;in;714663658467565568;1675138653658677248;hendri_NCY;https://twitter.com/hendri_NCY/status/1675138653658677248
Sat Jul 01 13:45:24 +0000 2023;1675138539150016513;"@liputan6dotcom No capres bokep";0;0;0;1;ca;1491983763764658177;1675104476531945474;ali_rochmadi;https://twitter.com/ali_rochmadi/status/1675138539150016513
Sat Jul 01 13:44:06 +0000 2023;1675138211910402048;"@ruhutsitompul No capres bokep";0;0;0;0;ca;1491983763764658177;1674940463076511745;ali_rochmadi;https://twitter.com/ali_rochmadi/status/1675138211910402048
Sat Jul 01 13:43:15 +0000 2023;1675137996549689345;"@StefanAntonio__ @Tan_Mar3M Sejak kapan tong capres yg jelas WNI bisa jadi presiden 4r4b? Bisa jelaskan alasannya??";0;0;0;0;in;1420005073992572930;1674793215965429764;madinakopikoi;https://twitter.com/madinakopikoi/status/1675137996549689345
Sat Jul 01 13:40:21 +0000 2023;1675137265826435072;"@nezloves2 @Gus_Raharjo @DiniHrdianti @Jelli_cent @WagimanDeep212_ @ganjarpranowo Jangan pilih Capres Cawapres yg tdk setuju dgn Penolakan Koster dan Ganjar trhdp Tim Sepakbola Israel ..Krn mereka yg tdk setuju dgn sikap Koster dan Ganjar berarti mereka itu Pro Israel.";0;0;0;0;in;278039207;1674336760669802497;Megatop99;https://twitter.com/Megatop99/status/1675137265826435072
Sat Jul 01 13:39:26 +0000 2023;1675137033931735040;"@tvOneNews Gila gila tipi wan..politik dibawa bawa..hadeuhh..gegara sapi sampe ke capres.. GoBLOK kali apa yakk..media GAK NETRAL IYA BEGINI INI NIH..HUHUHU";0;0;0;0;in;1426621274973884417;1675013151648280577;RPangorisa;https://twitter.com/RPangorisa/status/1675137033931735040
Sat Jul 01 13:38:47 +0000 2023;1675136873461850112;"@yusuf_dumdum Ini bangun pakai narasi ada gagasan jd gak asal bangun.... koar2 tak berdasar... ini proyek utk apa? Revenue stream yg digagas itu dinarasikan spt apa? Kalau ntar jd capres ditanya hal ini ngeles nya spt apa? Narasi dusta apa yg akan terucap?";0;0;0;1;in;1462650219707834371;1675054723370717185;PakdeAgs;https://twitter.com/PakdeAgs/status/1675136873461850112
Sat Jul 01 13:36:23 +0000 2023;1675136267342974982;"Oalah ternyata ini capres jago gelapkan uang dengan alibi kelebihan bayar ?! Anies masuk jajaran pemimpin paling korup di Indonesia  Error Kepsek kenceng Sayang Ohm Malam Minggu Han So Hee 77 Tahun Bung Karno Prancis #Celebrity Bubu #ZB1DebutShowcase Dusan #PersebayaDay KPAI https://t.co/0R7CMvtfhN";0;0;1;3;in;1636193527486103552;1675136267342974982;juliantoraaa;https://twitter.com/juliantoraaa/status/1675136267342974982
Sat Jul 01 13:36:19 +0000 2023;1675136252482560002;"@bintangku206 @aniesbaswedan Yaman pecundang capres RI dgn slogan HOROR 'Perubahan'";0;0;1;3;in;1404121844;1675069205484560384;titalkamkawan;https://twitter.com/titalkamkawan/status/1675136252482560002
Sat Jul 01 13:33:12 +0000 2023;1675135465450766337;"Mbok ya hanya sbg pendukung jgn terlalu over. Jangan pake hati agar  kalahnya orang lain tdk membuat kita kelewat jumawa.  Norak deh, gara² "Copras Capres suka maki² orang lain dengan bahasa binatang apa lg sesama teman " mbok ya sekali² healing biar trsalurkn..";0;3;3;12;in;1649765224864714752;1675135465450766337;Citrasena_ydt;https://twitter.com/Citrasena_ydt/status/1675135465450766337
Sat Jul 01 13:31:57 +0000 2023;1675135153079980032;"@svtcrave @18GYUWON @W0NUJJANG @ecstasyou @ngabudinhoshi @mydearcsc @Die4wonu @iseegyuu lo siape mau disupport? capres kah";0;1;0;0;in;1289454785884651521;1675107107908239362;chickinwonu;https://twitter.com/chickinwonu/status/1675135153079980032
Sat Jul 01 13:29:28 +0000 2023;1675134526899769345;"@DoehMA974 Knp gak diadain di JIS ?, Kan kebanggaan dan Mahakarya Capres Kalian atau Memang Kalian sebetulnya sudah tahu bahwa stadion itu tidak layak untuk menampung ribuan orang ?,Makanya bikin bangunan publik itu awali dgn feasibility study,jgn asal Megah tp berisiko...!";0;5;2;6;in;2226793622;1675036054888525824;muzziarto;https://twitter.com/muzziarto/status/1675134526899769345
Sat Jul 01 13:28:27 +0000 2023;1675134273333125123;"@ApriliaLin Capres kok ngibulllllll";0;0;0;0;in;900310099075321860;1673587524990832640;Rindra81455850;https://twitter.com/Rindra81455850/status/1675134273333125123
Sat Jul 01 13:28:22 +0000 2023;1675134252256735233;"Bener2 sontoloyo,,para pendukung dua capres RI saling berebut tempat di kerajaan arab,,ini negara apaan sebenarnya?, sungguh membagongkan";0;0;0;0;in;815290931003826176;1675134252256735233;blantik_pedhet1;https://twitter.com/blantik_pedhet1/status/1675134252256735233
Sat Jul 01 13:27:04 +0000 2023;1675133923372969984;"@Angwa77 @Yurissa_Samosir Dikatain kafir, yo ben, dikatain PKI, sak karepmu, dikatain pendukung capres bokep, monggo...yang penting Presiden RI 2024 adalah Ganjar Pranowo😁  Kami pendukung Ganjar Pranowo siap berjuang sampai beliau menuju Istana Negara";0;0;0;0;in;1613778783760416768;1674980671440420864;yudiwibowo976;https://twitter.com/yudiwibowo976/status/1675133923372969984
Sat Jul 01 13:26:54 +0000 2023;1675133883036356608;"@SimanjuntakElly @__AnakKolong Memang capres selain Pak GANJAR,Belum pernah dengar bicara radikalisme .";0;0;0;2;in;1274358097348198404;1675121018590081025;Iwantrianto6;https://twitter.com/Iwantrianto6/status/1675133883036356608
Sat Jul 01 13:22:26 +0000 2023;1675132756991545353;"@LekMarteg Capres itu adu gagasan bukan pencitraan nyanyi, emang rakyat kenyang dg nyanyian  https://t.co/X3q1ThS742";0;0;0;0;in;1338000307708592128;1675042272537370626;arul36959138;https://twitter.com/arul36959138/status/1675132756991545353
Sat Jul 01 13:22:21 +0000 2023;1675132736976322560;"Capres itu adu gagasan bukan pencitraan nyanyi, emang rakyat kenyang dg nyanyian  https://t.co/X3q1ThS742";0;0;0;0;in;1338000307708592128;1675132736976322560;arul36959138;https://twitter.com/arul36959138/status/1675132736976322560
Sat Jul 01 13:20:48 +0000 2023;1675132344418861058;"@geloraco Nah baru gw bilng seminggu lalu,  obesitas jdi malas gerak.   Semoga cepat sehat dah. Kalau dah sehat jangan malas gerak, tegur tuh capres yg pecicilan.";0;3;1;36;in;1063670466445897728;1675104522530869248;DYS_yes;https://twitter.com/DYS_yes/status/1675132344418861058
Sat Jul 01 13:20:33 +0000 2023;1675132285350453249;"@Paltiwest Bang... Ini bisa juga pancingan politik. Klo ane gak gabung cuma dpt satu kursi tp klo ane gabung bisa² dpt 5 kursi... dah mending gabung aja...bubar deh abas gak jadi capres. Gimana tuh... 😎😎🤪😄🤣😄";0;0;0;0;in;1506979380714967050;1675001490124189697;IqbalD70948922;https://twitter.com/IqbalD70948922/status/1675132285350453249
Sat Jul 01 13:20:09 +0000 2023;1675132181570813953;"@04_zainal Beda jauh lah Kalau Pengeran di ponegoro berjuang untuk rakyat bangsa Negara untuk merebut kemerdekaan dari penjajah.Kalau capres Pembohong berjuang jadi pemimpin RI dg cara licik kotor untuk melindungi bandar bohir politik untuk membayar utang Juga mau menghancurkan NKRI.";0;0;0;0;in;1533798560528887808;1675038499106607104;AndreGa78981078;https://twitter.com/AndreGa78981078/status/1675132181570813953
Sat Jul 01 13:17:10 +0000 2023;1675131433697042433;"@Metro_TV Ayo kita dukung CAPRES dr Rezim Jokowi.. jgn dukung CAPRES dukungan dr partai nasdem pemilik metro...indonesia tdk perlu lg perubahan krn menurut sy indonesia sdh dijalur yg tepat utk menjadi negara Maju";0;0;0;0;in;1446523574932566016;1674612493623386112;kabakdj;https://twitter.com/kabakdj/status/1675131433697042433
Sat Jul 01 13:17:01 +0000 2023;1675131395482750976;"@HermanLanang86 Tuan di negeri sendiri Capres nya import ..¿?";0;0;0;0;in;230170540;1674879340218318849;Om_Sapto;https://twitter.com/Om_Sapto/status/1675131395482750976
Sat Jul 01 13:16:48 +0000 2023;1675131340453449728;"Sebanyak 24 simpul barisan relawan pendukung Ganjar Pranowo di Banyuwangi, Jawa Timur menggelar konsolidasi untuk kemenangan Capres PDIP pada Pilpres 2024.   #Sindonews #news .https://t.co/rNUR9mLK9O";0;0;0;0;in;231355136;1675131340453449728;SINDOnews;https://twitter.com/SINDOnews/status/1675131340453449728
Sat Jul 01 13:13:52 +0000 2023;1675130602419556352;"@BungkusTukang @ganjarpranowo Sy sih gk Benci genjer ...cm kenapa org yg jelas2 penghobi bokep di jadikan capres .... Apa gk ad capres lain yg lebih hebat dari genjer ..";0;0;0;0;in;1515304962678394883;1674917099700121602;bumi_keadilan;https://twitter.com/bumi_keadilan/status/1675130602419556352
Sat Jul 01 13:13:11 +0000 2023;1675130429865852929;"Berdasarkana survei simulasi capres dan cawapres SMRC pada Mei 2023. Dari 8 nama bacawapres, Menteri BUMN Erick Thohir memiliki potensi paling besar mendapatkan dukungan bila dipasangkan dengan Ganjar Pranowo  #GanjarErickDuetTerbaik https://t.co/fLxd3lYfjL";0;0;2;4;in;1450733210074161153;1675130429865852929;FayaAtika;https://twitter.com/FayaAtika/status/1675130429865852929
Sat Jul 01 13:12:44 +0000 2023;1675130315935997952;"@G03NT03R_ Yang di sambut bukan Capres pembohong saja memang cuma dia sendiri yg di sambut MBS,Kalau yg mendapat undangan kusus dari kerajaan Arab saudi pasti dapat perhatian pelakuan kusus minimal penyambutan pengawalan kusus,jadi jangan bangga dulu karena sudah jadi tukang pembohong,";0;0;0;1;in;1533798560528887808;1675105388587536384;AndreGa78981078;https://twitter.com/AndreGa78981078/status/1675130315935997952
Sat Jul 01 13:08:38 +0000 2023;1675129286540546049;"@tvOneNews Dgn kata lain admin @tvOneNews mau bilang pak rt nya gak punya moral dan etika juga gak paham agama ! Kurban masalah ibadah aja dibawa bawa ke urusan dukung capres ! Lah kalau dia punya masjid sendiri tuh masjid gak boleh buat solat ama pendung Ganjar dong ?";0;0;0;0;in;1652742867411161088;1675013151648280577;andes_lauw81;https://twitter.com/andes_lauw81/status/1675129286540546049
Sat Jul 01 13:07:45 +0000 2023;1675129060765351936;"@HermanLanang86 Indonesia tdk butuh capres yg pinter ngomong doang tp kerja ngibul";0;0;0;0;in;1505203821999321090;1674879340218318849;nkrigariskeras_;https://twitter.com/nkrigariskeras_/status/1675129060765351936
